DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity
2018-09-19T12:51:00,62,73,0,69
2018-09-19T13:51:00,61,71,0,71
2018-09-19T14:51:00,61,71,0,71
2018-09-19T15:51:00,61,70,0,73
2018-09-19T16:38:00,61,68,,78
2018-09-19T16:41:00,62,67,,84
2018-09-19T16:44:00,63,67,,87
2018-09-19T16:49:00,63,66,,88
2018-09-19T16:51:00,63,66,0.21,90
2018-09-19T16:56:00,63,66,,90
2018-09-19T17:04:00,63,66,,90
2018-09-19T17:21:00,63,66,,90
2018-09-19T17:51:00,63,66,T,90
2018-09-19T18:51:00,63,67,0,87
2018-09-19T19:51:00,64,67,0,91
2018-09-19T20:07:00,64,67,,91
2018-09-19T20:14:00,65,67,,93
2018-09-19T20:51:00,65,67,0,93
2018-09-19T21:51:00,65,68,0,90
2018-09-19T22:51:00,65,68,0,90
2018-09-19T23:49:00,64,66,,94
2018-09-19T23:51:00,65,67,0,93
2018-09-19T23:59:00,,,,
2018-09-20T00:51:00,65,68,0,90
2018-09-20T01:49:00,64,66,,94
2018-09-20T01:51:00,65,67,0,93
2018-09-20T02:51:00,65,67,0,93
2018-09-20T03:51:00,65,67,0,93
2018-09-20T04:51:00,66,68,0,93
2018-09-20T05:15:00,66,68,,93
2018-09-20T05:51:00,66,68,0,93
2018-09-20T06:00:00,66,68,,93
2018-09-20T06:51:00,67,70,0,90
2018-09-20T07:06:00,67,70,,90
2018-09-20T07:12:00,67,70,,90
2018-09-20T07:51:00,68,71,0,90
2018-09-20T08:02:00,68,72,,87
2018-09-20T08:51:00,69,74,0,85
2018-09-20T09:28:00,70,77,,79
2018-09-20T09:51:00,70,77,0,79
2018-09-20T10:51:00,71,81,0,72
2018-09-20T11:51:00,72,85,0,65
2018-09-20T12:00:00,72,85,,65
2018-09-20T12:51:00,72,89,0,57
2018-09-20T13:51:00,71,91,0,52
2018-09-20T14:51:00,72,90,0,56
2018-09-20T15:51:00,68,91,0,47
2018-09-20T16:51:00,68,92,0,46
2018-09-20T17:51:00,66,90,0,45
2018-09-20T18:00:00,66,90,,45
2018-09-20T18:51:00,66,89,0,47
2018-09-20T19:51:00,66,88,0,48
2018-09-20T20:51:00,66,87,0,50
2018-09-20T21:51:00,66,85,0,53
2018-09-20T22:51:00,65,84,0,53
2018-09-20T23:51:00,66,83,0,57
2018-09-20T23:59:00,,,,
2018-09-21T00:00:00,66,83,,57
2018-09-21T00:51:00,66,83,0,57
2018-09-21T01:51:00,65,82,0,56
2018-09-21T02:51:00,65,82,0,56
2018-09-21T03:51:00,66,82,0,58
2018-09-21T04:51:00,64,79,0,60
2018-09-21T05:51:00,62,78,0,58
2018-09-21T06:00:00,62,78,,58
2018-09-21T06:51:00,61,76,0,60
2018-09-21T07:51:00,62,75,0,64
2018-09-21T08:26:00,63,75,,66
2018-09-21T08:51:00,63,75,0,66
2018-09-21T09:49:00,63,75,,65
2018-09-21T09:51:00,61,76,0,60
2018-09-21T10:51:00,58,76,0,54
2018-09-21T11:51:00,53,73,0,50
2018-09-21T12:00:00,53,73,,50
2018-09-21T12:51:00,51,72,0,48
2018-09-21T13:51:00,50,72,0,46
2018-09-21T14:51:00,50,72,0,46
2018-09-21T15:51:00,49,71,0,46
2018-09-21T16:51:00,49,68,0,51
2018-09-21T17:51:00,47,64,0,54
2018-09-21T18:00:00,47,64,,54
2018-09-21T18:51:00,46,62,0,56
2018-09-21T19:51:00,45,60,0,58
2018-09-21T20:51:00,42,58,0,56
2018-09-21T21:51:00,42,57,0,58
2018-09-21T22:51:00,42,56,0,60
2018-09-21T23:51:00,42,57,0,58
2018-09-21T23:59:00,,,,
2018-09-22T00:00:00,42,57,,58
2018-09-22T00:51:00,43,55,0,64
2018-09-22T01:51:00,42,53,0,66
2018-09-22T02:51:00,43,53,0,69
2018-09-22T03:51:00,44,51,0,77
2018-09-22T04:51:00,44,52,0,75
2018-09-22T05:51:00,45,52,0,77
2018-09-22T06:00:00,45,52,,77
2018-09-22T06:16:00,41,57,,55
2018-09-22T06:51:00,42,58,0,56
2018-09-22T07:51:00,41,60,0,50
2018-09-22T08:51:00,42,60,0,52
2018-09-22T09:51:00,43,61,0,52
2018-09-22T10:51:00,41,61,0,48
2018-09-22T11:51:00,39,62,0,43
2018-09-22T12:00:00,39,62,,43
2018-09-22T12:51:00,41,62,0,46
2018-09-22T13:51:00,42,63,0,47
2018-09-22T14:51:00,42,63,0,47
2018-09-22T15:51:00,43,63,0,48
2018-09-22T16:51:00,43,62,0,50
2018-09-22T17:51:00,45,60,0,58
2018-09-22T18:00:00,45,60,,58
2018-09-22T18:51:00,46,59,0,62
2018-09-22T19:51:00,47,58,0,67
2018-09-22T20:51:00,47,58,0,67
2018-09-22T21:51:00,48,56,0,75
2018-09-22T22:51:00,48,54,0,80
2018-09-22T23:51:00,47,54,0,77
2018-09-22T23:59:00,,,,
2018-09-23T00:00:00,47,54,,77
2018-09-23T00:51:00,48,53,0,83
2018-09-23T01:51:00,47,52,0,83
2018-09-23T02:51:00,47,52,0,83
2018-09-23T03:51:00,47,51,0,86
2018-09-23T04:51:00,46,51,0,83
2018-09-23T05:51:00,46,51,0,83
2018-09-23T06:00:00,46,51,,83
2018-09-23T06:51:00,49,54,0,83
2018-09-23T07:51:00,50,59,0,72
2018-09-23T08:51:00,51,63,0,65
2018-09-23T09:51:00,51,66,0,59
2018-09-23T10:51:00,51,68,0,55
2018-09-23T11:51:00,51,70,0,51
2018-09-23T12:00:00,51,70,,51
2018-09-23T12:51:00,51,70,0,51
2018-09-23T13:51:00,51,70,0,51
2018-09-23T14:51:00,50,70,0,49
2018-09-23T15:51:00,52,68,0,57
2018-09-23T16:51:00,52,67,0,59
2018-09-23T17:51:00,53,65,0,66
2018-09-23T18:51:00,54,64,0,70
2018-09-23T19:51:00,55,64,0,73
2018-09-23T20:51:00,56,64,0,75
2018-09-23T21:51:00,56,62,0,80
2018-09-23T22:51:00,56,62,0,80
2018-09-23T23:51:00,54,61,0,78
2018-09-23T23:59:00,,,,
2018-09-24T00:51:00,54,60,0,80
2018-09-24T01:51:00,54,60,0,80
2018-09-24T02:51:00,53,59,0,81
2018-09-24T03:51:00,53,58,0,84
2018-09-24T04:51:00,53,57,0,87
2018-09-24T05:51:00,52,58,0,81
2018-09-24T06:51:00,54,62,0,75
2018-09-24T07:51:00,56,65,0,73
2018-09-24T08:51:00,57,69,0,66
2018-09-24T09:51:00,57,72,0,59
2018-09-24T10:51:00,60,74,0,62
2018-09-24T11:51:00,61,71,0,71
2018-09-24T12:51:00,61,70,T,73
2018-09-24T13:51:00,62,69,T,78
2018-09-24T14:10:00,63,68,,84
2018-09-24T14:14:00,63,68,,84
2018-09-24T14:29:00,64,67,,91
2018-09-24T14:40:00,65,68,,90
2018-09-24T14:49:00,64,68,,88
2018-09-24T14:51:00,64,68,0,87
2018-09-24T15:02:00,64,68,,87
2018-09-24T15:22:00,64,69,,84
2018-09-24T15:49:00,64,70,,83
2018-09-24T15:51:00,64,69,0,84
2018-09-24T16:51:00,64,70,0,82
2018-09-24T17:11:00,64,70,,82
2018-09-24T17:51:00,64,70,0,82
2018-09-24T18:00:00,64,70,,82
2018-09-24T18:51:00,64,70,0,82
2018-09-24T19:51:00,64,70,0,82
2018-09-24T20:51:00,64,71,0,79
2018-09-24T21:51:00,65,71,0,81
2018-09-24T22:51:00,65,70,0,84
2018-09-24T23:51:00,66,70,0,87
2018-09-24T23:59:00,,,,
2018-09-25T00:00:00,66,70,,87
2018-09-25T00:51:00,66,70,0,87
2018-09-25T01:51:00,66,69,0,90
2018-09-25T02:18:00,66,69,,90
2018-09-25T02:51:00,66,69,0,90
2018-09-25T03:51:00,66,68,0,93
2018-09-25T04:11:00,66,68,,93
2018-09-25T04:24:00,66,68,T,93
2018-09-25T04:49:00,66,70,,88
2018-09-25T04:51:00,67,69,0.01,93
2018-09-25T05:29:00,67,69,T,93
2018-09-25T05:49:00,66,70,,88
2018-09-25T05:51:00,67,69,0,93
2018-09-25T06:00:00,67,69,,93
2018-09-25T06:31:00,67,69,,93
2018-09-25T06:49:00,66,70,,88
2018-09-25T06:51:00,67,70,0,90
2018-09-25T07:30:00,67,70,,90
2018-09-25T07:51:00,67,71,0,87
2018-09-25T08:51:00,67,72,0,84
2018-09-25T09:47:00,66,75,,74
2018-09-25T09:51:00,66,75,0,74
2018-09-25T10:46:00,64,75,,69
2018-09-25T10:51:00,65,78,0,64
2018-09-25T11:51:00,63,81,0,54
2018-09-25T12:00:00,63,81,,54
2018-09-25T12:51:00,63,81,0,54
2018-09-25T13:51:00,64,82,0,55
2018-09-25T14:51:00,59,83,0,44
2018-09-25T15:51:00,58,82,0,44
2018-09-25T16:28:00,60,73,T,64
2018-09-25T16:31:00,60,71,T,68
2018-09-25T16:34:00,61,70,T,73
2018-09-25T16:38:00,63,68,0.03,84
2018-09-25T16:41:00,63,68,0.08,84
2018-09-25T16:51:00,63,67,0.17,87
2018-09-25T16:53:00,63,68,T,84
2018-09-25T17:30:00,63,67,0.05,87
2018-09-25T17:51:00,63,67,0.07,87
2018-09-25T18:00:00,63,67,,87
2018-09-25T18:51:00,63,67,0,87
2018-09-25T19:12:00,63,67,,87
2018-09-25T19:19:00,63,67,,87
2018-09-25T19:44:00,64,67,,91
2018-09-25T19:51:00,64,67,0,91
2018-09-25T20:45:00,61,66,,83
2018-09-25T20:49:00,61,66,,83
2018-09-25T20:51:00,59,66,0,78
2018-09-25T21:19:00,59,65,,81
2018-09-25T21:51:00,59,65,0,81
2018-09-25T22:39:00,57,64,,78
2018-09-25T22:51:00,57,63,0,81
2018-09-25T23:30:00,56,62,,80
2018-09-25T23:51:00,54,61,0,78
2018-09-25T23:59:00,,,,
