week_1,week_2,week_3,week_4
4,5,8,31
0,0,0,1
0,0,0,0
0,0,0,0
6,3,17,8
0,0,1,7
0,0,7,8
3,1,14,13
0,0,0,0
0,3,6,6
5,6,12,12
1,0,6,5
0,0,0,2
0,0,1,3
0,1,0,0
0,0,3,5
5,1,5,6
2,1,7,8
0,0,0,0
0,10,10,14
0,0,2,0
0,0,4,2
7,3,12,9
0,1,2,1
0,1,0,2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
2,4,2,4
0,0,3,4
0,2,6,5
1,1,2,2
0,0,0,1
15,23,19,14
1,0,0,0
1,4,1,9
0,0,0,1
