week_1,week_2,week_3,week_4
9,4,9,7
29,0,0,0
10,4,2,10
6,4,0,2
84,54,32,8
0,1,5,0
0,5,0,0
5,1,0,0
17,3,2,4
7,2,0,2
5,5,0,2
0,6,0,2
12,3,2,3
12,0,0,2
12,7,1,3
9,0,6,1
8,3,0,1
3,0,1,2
0,5,2,0
6,13,5,11
2,33,1,0
7,10,0,3
9,4,9,0
2,2,4,9
8,4,3,0
26,5,3,1
2,4,2,0
0,5,1,0
4,3,1,3
15,5,15,2
8,14,9,6
3,8,3,2
0,0,2,1
6,2,2,0
8,7,5,3
24,3,3,1
2,0,1,0
4,0,1,3
4,15,5,10
6,1,15,163
