week_1,week_2,week_3,week_4
5,11,8,6
0,0,2,0
0,1,0,2
0,6,1,1
29,58,27,48
3,5,5,1
0,0,0,1
2,6,7,9
0,1,1,0
0,5,6,40
7,18,39,8
0,4,2,1
0,2,4,2
5,4,2,4
15,23,21,11
5,0,33,20
5,3,4,8
4,8,8,2
0,0,1,0
8,16,24,22
2,18,5,11
19,9,14,6
64,78,47,64
14,12,9,15
22,25,18,27
13,16,12,10
2,7,2,5
1,0,0,0
0,4,0,5
3,7,25,13
0,8,8,6
5,2,0,6
0,3,0,1
8,16,18,7
1,9,9,7
0,1,4,5
12,12,8,9
4,12,6,1
12,9,12,16
1,2,4,9
