week_1,week_2,week_3,week_4
3,6,0,4
0,0,0,1
0,0,0,0
0,0,1,5
4,12,8,0
0,0,1,2
0,0,1,1
6,11,6,7
0,0,0,0
0,5,2,18
0,3,4,4
2,0,2,6
0,0,1,0
1,3,1,2
1,1,6,5
0,0,2,2
1,6,6,5
0,9,2,8
0,0,0,1
1,0,2,0
2,4,0,1
1,2,1,0
12,13,14,9
3,0,0,2
0,5,9,6
0,0,4,6
0,1,0,0
0,0,0,0
0,1,1,1
0,12,6,16
0,0,0,0
0,0,7,4
2,5,2,0
2,3,1,2
0,0,0,5
0,1,1,4
0,1,5,5
0,0,0,0
0,5,5,4
0,6,0,3
